更新時間,yyyymmdd,基金代碼,國內外基金註記,基金規模(台幣/億),基金目前規模區間,基金成立時間,基金成立幾年,基金公司代碼,計價幣別,基金經理人,區域別,基金投資產業分類1,基金投資產業分類2,基金投資產業分類3,aum基金型態別,商品投資屬性,高收益債註記,保本型基金註記,淨值,sharpe,beta,一個月累積報酬率(%),三個月累積報酬率(%),六個月累積報酬率(%),一年累積報酬率(%),三年累積報酬率(%),五年累積報酬率(%),自今年以來報酬率(%),自成立日起報酬率(%),基金評等,熱賣基金註記,投資型態別,cluster
2017-05-26 11:27:00,20170526,E62,1.0,56470.07056,i.5~10兆元台幣,2001-07-04 00:00:00,16.0,E2,USD,Clyde McGregor/Rob Taylor,LU  ,金融,資訊,非消費必需品,E,RR3,0.0,N,295.42,0.81,1.08,5.15,3.81,14.98,26.69,7.8,67.13,11.72,197.23,3.5,0,a.股票型,3
2017-05-26 11:27:00,20170526,E63,1.0,56470.07056,i.5~10兆元台幣,2007-05-29 00:00:00,10.0,E2,USD,Clyde McGregor/Rob Taylor,LU  ,金融,資訊,非消費必需品,E,RR3,0.0,N,263.68,0.81,1.08,5.15,3.81,14.98,26.69,7.77,67.12,11.73,26.16,3.5,0,a.股票型,3
2017-05-26 11:28:00,20170526,E64,1.0,56470.07056,i.5~10兆元台幣,2002-05-17 00:00:00,15.0,E2,EUR,Clyde McGregor/Rob Taylor,LU  ,金融,資訊,非消費必需品,E,RR3,0.0,N,264.08,0.73,0.38,0.08,-2.09,7.83,26.34,30.75,86.84,4.94,109.69,4.0,0,a.股票型,2
2017-05-26 11:28:00,20170526,E65,1.0,12334.9648,h.1~5兆元台幣,2001-07-04 00:00:00,16.0,E2,USD,Robert M. Levy/Michael J. Mangan,US  ,金融,非消費必需品,資訊,E,RR4,0.0,N,253.49,0.71,1.02,2.8,0.94,8.94,24.51,24.2,89.97,6.98,149.06,3.5,0,a.股票型,3
2017-05-26 11:28:00,20170526,E66,1.0,12334.9648,h.1~5兆元台幣,2001-06-21 00:00:00,16.0,E2,USD,Robert M. Levy/M. Colin Hudson/Anthony P. Coniaris/Robert F. Bierig,US  ,金融,非消費必需品,資訊,E,RR4,0.0,N,176.82,0.71,1.02,2.8,0.94,8.95,24.51,24.19,90.1,6.98,,3.5,0,a.股票型,3
2017-05-26 11:28:00,20170526,E67,1.0,12334.9648,h.1~5兆元台幣,2002-05-17 00:00:00,15.0,E2,EUR,Robert M. Levy/M. Colin Hudson/Anthony P. Coniaris/Robert F. Bierig,US  ,金融,非消費必需品,資訊,E,RR4,0.0,N,225.83,0.43,1.24,-2.15,-4.78,2.18,24.19,50.68,112.45,0.49,95.88,3.5,0,a.股票型,3
2017-05-26 11:28:00,20170526,E68,1.0,12334.9648,h.1~5兆元台幣,2001-06-21 00:00:00,16.0,E2,GBP,Robert M. Levy/M. Colin Hudson/Anthony P. Coniaris/Robert F. Bierig,US  ,金融,非消費必需品,資訊,E,RR4,0.0,N,190.5,0.31,0.82,2.7,13.65,13.9,12.74,32.08,,12.05,,,0,a.股票型,3
2017-05-26 11:28:00,20170526,E69,1.0,12334.9648,h.1~5兆元台幣,2001-06-21 00:00:00,16.0,E2,GBP,Robert M. Levy/M. Colin Hudson/Anthony P. Coniaris/Robert F. Bierig,US  ,金融,非消費必需品,資訊,E,RR4,0.0,N,,,,,,,,,,,,,0,a.股票型,3
2017-05-26 11:28:00,20170526,E70,1.0,5355.17984,g.5000億~1兆元台幣,2000-05-10 00:00:00,17.0,E2,USD,Francois Theret/ Joyce Toh,LU  ,金融,房地產,原物料,E,RR5,0.0,N,85.05,0.47,0.84,0.78,2.54,10.47,20.06,-6.38,12.2,11.89,221.58,1.5,0,a.股票型,3
2017-05-26 11:28:00,20170526,E71,1.0,5355.17984,g.5000億~1兆元台幣,2002-05-17 00:00:00,15.0,E2,EUR,Francois Theret/ Joyce Toh,LU  ,金融,房地產,原物料,E,RR5,0.0,N,76.18,0.49,0.49,-2.21,-2.83,4.3,19.89,13.99,26.04,5.57,155.85,2.0,0,a.股票型,3
2017-05-26 11:28:00,20170526,E72,1.0,3911.0864,f.500~5000億元台幣,1999-06-16 00:00:00,18.0,E2,USD,Francois Theret/Joyce Toh,LU  ,資訊,金融,非消費必需品,E,RR5,0.0,N,97.01,0.49,1.43,5.45,10.14,19.4,25.63,3.71,25.91,20.84,135.92,1.5,0,a.股票型,3
2017-05-26 11:28:00,20170526,E73,1.0,3911.0864,f.500~5000億元台幣,2002-05-17 00:00:00,15.0,E2,EUR,Francois Theret/Joyce Toh,LU  ,資訊,金融,非消費必需品,E,RR5,0.0,N,86.42,0.66,0.8,0.36,3.9,11.99,25.3,25.83,40.82,13.5,93.86,3.0,0,a.股票型,3
2017-05-26 11:28:00,20170526,E74,1.0,661.87616,f.500~5000億元台幣,1998-01-23 00:00:00,19.0,E2,USD,Mathieu Belondrade,LU  ,金融,消費必需品,原物料,E,RR5,0.0,N,55.03,0.19,0.95,-2.84,-4.87,9.4,13.77,-27.64,-29.5,7.56,92.44,1.0,0,a.股票型,3
2017-05-26 11:28:00,20170526,E75,1.0,661.87616,f.500~5000億元台幣,2002-05-17 00:00:00,15.0,E2,EUR,Mathieu Belondrade,LU  ,金融,消費必需品,原物料,E,RR5,0.0,N,49.08,0.18,0.94,-7.54,-10.29,2.59,13.45,-12.22,-21.17,1.01,75.82,1.5,0,a.股票型,3
2017-05-26 11:28:00,20170526,E76,1.0,1323.75232,f.500~5000億元台幣,2011-04-08 00:00:00,6.0,E2,EUR,Edgardo Sternberg/Peter Marber/David Rolley/Peter Frick,LU  ,主權,公用事業,金融,B,RR3,0.0,N,112.44,0.27,1.02,-3.49,-2.83,5.7,10.87,8.06,4.9,2.54,12.5,2.5,0,b.債券型,2
2017-05-26 11:29:00,20170526,E77,1.0,1323.75232,f.500~5000億元台幣,2011-04-08 00:00:00,6.0,E2,USD,Edgardo Sternberg/Peter Marber/David Rolley/Peter Frick,LU  ,主權,公用事業,金融,B,RR3,0.0,N,63.79,0.26,1.42,1.4,3.02,12.68,11.16,-10.92,-6.19,9.15,-12.51,2.0,0,b.債券型,2
2017-05-26 11:29:00,20170526,E78,1.0,2316.56656,f.500~5000億元台幣,2009-06-29 00:00:00,8.0,E2,USD,Kenneth M. Buntrock/David Rolley/Lynda Schweitzer/Scott M.Service,LU  ,公司債-工業,公司債-金融機關,公債,B,RR2,0.0,N,134.17,0.13,1.38,1.77,2.93,5.18,3.01,1.03,11.26,4.32,34.17,2.5,0,b.債券型,2
2017-05-26 11:29:00,20170526,E79,1.0,2316.56656,f.500~5000億元台幣,2011-04-08 00:00:00,6.0,E2,USD,Kenneth M. Buntrock/David Rolley/Lynda Schweitzer/Scott M.Service,LU  ,公司債-工業,公司債-金融機關,公債,B,RR2,0.0,N,73.85,0.13,1.38,1.76,2.93,5.16,3.0,1.04,11.27,4.31,14.01,2.5,0,b.債券型,2
2017-05-26 10:27:00,20170526,EM3,0.0,6.54,c.5~10億元台幣,2007-12-14 00:00:00,10.0,EN,TWD,黃欣儀,TW  ,農業化學,食品飲料,現金,E,RR4,0.0,N,9.72,0.04,0.54,0.41,1.78,4.4,1.46,2.1,31.71,0.52,-2.8,3.0,0,a.股票型,1
2017-05-26 10:27:00,20170526,EM4,0.0,5.8,c.5~10億元台幣,2015-04-23 00:00:00,2.0,EN,TWD,俞瑞華,TW  ,,,,E,RR5,0.0,N,11.0,0.49,1.51,3.48,2.33,16.28,24.58,,,13.99,10.0,,0,a.股票型,1
2017-05-26 10:27:00,20170526,EN1,0.0,2.12,b.1~5億元台幣,2001-02-21 00:00:00,16.0,EN,TWD,蘇文娟,TW  ,,,,W,RR4,0.0,N,20.59,0.66,1.33,4.31,3.55,12.52,30.22,23.02,73.79,11.67,105.88,4.5,0,d.平衡型,1
2017-05-26 10:27:00,20170526,EN2,0.0,3.54,b.1~5億元台幣,1993-02-16 00:00:00,24.0,EN,TWD,王建民,TW  ,,,,E,RR4,0.0,N,15.4,0.45,1.47,5.62,3.91,14.16,21.93,9.84,73.81,12.57,181.76,3.5,0,a.股票型,1
2017-05-26 10:27:00,20170526,EN7,0.0,1.12,b.1~5億元台幣,2005-05-25 00:00:00,12.0,EN,TWD,王素珍,TW  ,新興市場債券基金,美國高收益債券基金,現金,F,RR3,0.0,N,14.44,0.23,0.54,0.43,0.66,1.98,2.91,2.67,14.6,0.65,44.41,3.0,0,e.組合型,2
2017-05-26 10:27:00,20170526,EN8,0.0,128.61,e.100~500億元台幣,1996-02-06 00:00:00,21.0,EN,TWD,簡瓊媛,TW  ,,,,M,RR1,0.0,N,16.13,-13.14,0.0,0.02,0.07,0.13,0.24,1.11,2.32,0.11,61.31,2.0,0,c.貨幣型,1
2017-05-26 10:27:00,20170526,EN9,0.0,148.39,e.100~500億元台幣,2001-11-09 00:00:00,16.0,EN,TWD,簡瓊媛,TW  ,,,,M,RR1,0.0,N,11.88,-8.16,0.0,0.03,0.08,0.16,0.29,1.13,2.31,0.13,18.75,3.0,0,c.貨幣型,1
2017-05-26 10:27:00,20170526,EO0,0.0,4.15,b.1~5億元台幣,2006-11-23 00:00:00,11.0,EN,TWD,黃欣儀,TW  ,紡織品服飾及精品,零售業,現金,E,RR4,0.0,N,13.03,0.47,0.36,3.41,8.86,9.13,15.21,0.15,31.88,7.07,30.3,4.0,0,a.股票型,1
2017-05-26 10:27:00,20170526,EO1,0.0,16.27,d.10~100億元台幣,2014-06-12 00:00:00,3.0,EN,TWD,許誌剛,TW  ,資訊技術,金融,非核心消費,E,RR5,0.0,N,10.05,-0.15,0.27,-2.71,-8.3,-13.59,-4.92,,,-9.54,0.5,,0,a.股票型,1
2017-05-26 11:39:00,20170526,F00,1.0,38148.13504,h.1~5兆元台幣,2008-05-29 00:00:00,9.0,F ,USD,Timothy Foster,LU  ,公債,非循環性消費,公用事業,B,RR2,0.0,N,10.31,0.01,0.54,0.88,1.88,3.4,0.68,-8.84,-7.28,2.79,3.1,1.5,0,b.債券型,2
2017-05-26 11:40:00,20170526,F01,1.0,251288.8735,i.>10兆元台幣,1990-10-01 00:00:00,27.0,F ,EUR,Matt Siddle,LU  ,金融,健康護理,消費品,E,RR4,0.0,N,15.78,0.43,0.57,2.33,6.55,14.68,16.6,29.41,80.75,8.75,544.04,3.0,0,a.股票型,3
2017-05-26 11:40:00,20170526,F02,1.0,21968.765,h.1~5兆元台幣,1990-10-01 00:00:00,27.0,F ,EUR,Fabio Riccelli,LU  ,工業,非核心消費,金融,E,RR4,0.0,N,77.03,0.3,1.02,3.69,14.73,24.18,17.45,14.41,114.02,18.6,928.49,3.0,0,a.股票型,3
2017-05-26 11:40:00,20170526,F03,1.0,18010.81392,h.1~5兆元台幣,1990-10-01 00:00:00,27.0,F ,SEK,Bertrand Puiffe,LU  ,工業,,消費服務,E,RR4,0.0,N,1326.0,0.89,0.56,2.79,6.25,20.99,46.37,47.27,151.74,13.53,2882.65,5.0,0,a.股票型,3
2017-05-26 11:40:00,20170526,F04,1.0,58034.50512,i.5~10兆元台幣,1990-10-01 00:00:00,27.0,F ,USD,Dhananjay Phadnis,LU  ,金融,資訊科技,非核心消費,E,RR5,0.0,N,7.97,0.47,1.01,4.4,10.65,18.18,25.63,12.31,37.62,20.45,764.32,2.5,0,a.股票型,3
2017-05-26 11:40:00,20170526,F05,1.0,26625.4728,h.1~5兆元台幣,1990-10-01 00:00:00,27.0,F ,USD,Gillian Kwek,LU  ,金融,工業,房地產,E,RR5,0.0,N,31.38,0.31,0.87,3.02,8.06,15.75,14.87,-3.81,18.32,14.9,438.76,2.0,0,a.股票型,3
2017-05-26 11:40:00,20170526,F06,1.0,283162.65536,i.>10兆元台幣,1990-10-01 00:00:00,27.0,F ,USD,Angel Agudo,US  ,資訊科技,金融,健康護理,E,RR4,0.0,N,10.06,0.33,0.83,-0.2,-0.69,3.29,9.71,26.13,97.1,2.23,936.05,2.5,0,a.股票型,3
2017-05-26 11:40:00,20170526,F07,1.0,9538.22292,g.5000億~1兆元台幣,1990-10-01 00:00:00,27.0,F ,JPY,Hiroyuki Ito,JP  ,其他產業,電機,機械,E,RR4,0.0,N,185.6,0.23,0.73,4.15,3.75,8.47,11.47,27.47,99.78,5.57,40.15,1.0,0,a.股票型,3
2017-05-26 11:40:00,20170526,F08,1.0,3281.52552,f.500~5000億元台幣,1990-10-01 00:00:00,27.0,F ,GBP,James Griffin,GB  ,,消費服務,健康護理,E,RR4,0.0,N,2.95,0.4,0.47,1.94,3.62,8.98,15.07,24.03,81.79,4.87,561.51,3.0,0,a.股票型,3
2017-05-26 11:40:00,20170526,F09,1.0,31837.8102,h.1~5兆元台幣,1990-10-01 00:00:00,27.0,F ,EUR,Christian von Engelbrechten,DE  ,資訊科技,非核心消費,健康護理,E,RR4,0.0,N,52.01,0.34,0.71,4.17,8.76,20.25,15.37,31.44,114.15,13.02,332.83,1.5,0,a.股票型,3
2017-05-26 11:40:00,20170526,F0A,1.0,40084.5466,h.1~5兆元台幣,2008-05-29 00:00:00,9.0,F ,EUR,Timothy Foster,LU  ,公債,非循環性消費,公用事業,B,RR2,0.0,N,11.85,0.03,0.38,0.08,-0.25,0.85,0.85,-3.19,-3.81,0.08,18.5,2.0,0,b.債券型,2
2017-05-26 11:40:00,20170526,F0B,1.0,129446.723,i.>10兆元台幣,2011-04-13 00:00:00,6.0,F ,EUR,Andrei Gorodilov,LU  ,通訊,銀行與證券,其他,B,RR3,1.0,N,11.03,0.83,0.59,1.32,2.31,5.92,9.62,11.16,45.37,4.06,44.26,2.5,0,b.債券型,2
2017-05-26 11:40:00,20170526,F0C,1.0,102049.26976,i.>10兆元台幣,2011-04-13 00:00:00,6.0,F ,USD,Bryan Collins,LU  ,不動產,其他,銀行與證券,B,RR4,1.0,N,9.47,0.75,0.6,0.42,1.43,4.8,10.92,21.5,43.3,4.17,38.22,4.5,0,b.債券型,2
2017-05-26 11:40:00,20170526,F0F,1.0,48677.98304,h.1~5兆元台幣,2011-02-23 00:00:00,6.0,F ,USD,Raymond Ma,CN  ,非核心消費,資訊科技,金融,E,RR5,0.0,N,16.71,0.5,0.67,6.03,12.6,16.12,30.75,26.98,83.4,23.14,67.1,2.5,0,a.股票型,3
2017-05-26 11:40:00,20170526,F0G,1.0,51102.7272,i.5~10兆元台幣,2011-02-23 00:00:00,6.0,F ,EUR,Raymond Ma,CN  ,非核心消費,資訊科技,金融,E,RR5,0.0,N,20.39,0.59,0.77,3.4,6.2,9.68,29.96,54.24,104.62,15.85,103.9,3.5,0,a.股票型,3
2017-05-26 11:40:00,20170526,F0H,1.0,10018.39824,h.1~5兆元台幣,2013-01-24 00:00:00,4.0,F ,USD,Polly Kwan,LU  ,金融,資訊科技,非核心消費,E,RR5,0.0,N,10.83,0.47,0.96,2.3,6.26,13.84,22.03,13.25,,15.38,23.31,2.5,0,a.股票型,3
2017-05-26 11:40:00,20170526,F0I,1.0,115527.4752,i.>10兆元台幣,2013-06-18 00:00:00,4.0,F ,USD,Harley Lank,US  ,通訊,能源,非循環性消費,B,RR3,1.0,N,9.64,0.73,0.85,1.12,1.56,6.44,12.46,13.26,,4.41,20.85,3.0,0,b.債券型,2
2017-05-26 11:41:00,20170526,F0J,1.0,129446.723,i.>10兆元台幣,2013-06-18 00:00:00,4.0,F ,EUR,Andrei Gorodilov,LU  ,通訊,銀行與證券,其他,B,RR3,1.0,N,9.86,0.82,0.59,1.3,2.24,5.86,9.54,11.04,,4.01,22.96,2.5,0,b.債券型,2
2017-05-26 11:41:00,20170526,F0K,1.0,102049.26976,i.>10兆元台幣,2013-06-18 00:00:00,4.0,F ,USD,Bryan Collins,LU  ,不動產,其他,銀行與證券,B,RR4,1.0,N,9.63,0.75,0.61,0.42,1.42,4.8,10.92,21.46,,4.17,27.56,4.5,0,b.債券型,2
2017-05-26 11:41:00,20170526,F0L,1.0,50814.03792,i.5~10兆元台幣,2013-06-18 00:00:00,4.0,F ,USD,Steve Ellis,LU  ,類主權債/跨國/機構債,現金及約當現金,,B,RR3,1.0,N,9.77,0.34,0.86,0.86,2.7,7.11,8.44,14.28,,5.58,20.92,3.0,0,b.債券型,2
2017-05-26 11:41:00,20170526,F0M,1.0,123229.30688,i.>10兆元台幣,2013-03-27 00:00:00,4.0,F ,USD,Andrei Gorodilov,LU  ,通訊,銀行與證券,其他,B,RR3,1.0,N,10.66,1.02,0.58,1.47,2.76,6.76,11.55,14.13,,4.76,27.69,3.5,0,b.債券型,2
2017-05-26 11:41:00,20170526,F0N,1.0,18682.95888,h.1~5兆元台幣,2013-03-27 00:00:00,4.0,F ,USD,Aneta Wynimko,LU  ,非核心消費,核心消費,資訊科技,E,RR4,0.0,N,14.69,0.43,0.79,4.85,12.39,19.14,17.05,25.13,,19.24,46.9,3.0,0,a.股票型,3
2017-05-26 11:41:00,20170526,F0O,1.0,142183.03328,i.>10兆元台幣,2012-01-30 00:00:00,5.0,F ,USD,Daniel Roberts,LU  ,工業,核心消費,健康護理,E,RR3,0.0,N,14.46,0.29,0.92,2.59,6.25,13.02,9.88,15.11,70.24,11.27,69.61,2.0,0,a.股票型,3
2017-05-26 11:41:00,20170526,F0P,1.0,149320.0058,i.>10兆元台幣,2012-01-30 00:00:00,5.0,F ,EUR,Daniel Roberts,LU  ,工業,核心消費,健康護理,E,RR3,0.0,N,17.03,0.27,0.81,0.06,0.23,6.8,9.23,39.95,90.18,4.68,98.18,2.5,0,a.股票型,2
2017-05-26 11:41:00,20170526,F0Q,1.0,142183.03328,i.>10兆元台幣,2012-05-04 00:00:00,5.0,F ,USD,Daniel Roberts,LU  ,工業,核心消費,健康護理,E,RR3,0.0,N,16.28,0.29,0.91,2.58,6.27,13.06,9.85,15.13,70.29,11.2,62.8,2.0,0,a.股票型,3
2017-05-26 11:41:00,20170526,F0R,1.0,149320.0058,i.>10兆元台幣,2012-01-30 00:00:00,5.0,F ,EUR,Daniel Roberts,LU  ,工業,核心消費,健康護理,E,RR3,0.0,N,18.39,0.31,0.88,1.66,3.72,9.66,10.19,25.53,82.08,7.29,83.9,2.5,0,a.股票型,2
2017-05-26 11:41:00,20170526,F0S,1.0,277884.4557,i.>10兆元台幣,2013-08-30 00:00:00,4.0,F ,AUD,Angel Agudo,US  ,資訊科技,金融,健康護理,E,RR4,0.0,N,15.86,0.36,0.82,-0.31,-0.88,3.19,10.6,31.95,,2.12,58.6,2.5,0,a.股票型,3
2017-05-26 11:41:00,20170526,F0T,1.0,40765.5544,h.1~5兆元台幣,2013-10-16 00:00:00,4.0,F ,USD,Sotiris Boutisis,LU  ,金融,房地產,其他,E,RR4,0.0,N,12.28,0.5,0.78,0.82,3.19,10.93,17.56,20.03,,7.53,23.15,2.0,0,a.股票型,3
2017-05-26 11:41:00,20170526,F0U,1.0,113356.49745,i.>10兆元台幣,2013-09-18 00:00:00,4.0,F ,AUD,Harley Lank,US  ,通訊,能源,非循環性消費,B,RR3,1.0,N,10.99,0.76,0.87,1.28,1.89,7.01,13.3,18.72,,4.79,30.37,4.0,0,b.債券型,2
2017-05-26 11:41:00,20170526,F0V,1.0,139527.81675,i.>10兆元台幣,2014-01-23 00:00:00,3.0,F ,AUD,Daniel Roberts,LU  ,工業,核心消費,健康護理,E,RR3,0.0,N,11.9,0.39,0.89,1.97,4.28,11.01,12.9,32.48,,8.24,38.74,3.0,0,a.股票型,2
2017-05-26 11:41:00,20170526,F0W,1.0,239238.14656,i.>10兆元台幣,2014-01-10 00:00:00,3.0,F ,USD,Matt Siddle,LU  ,金融,健康護理,消費品,E,RR4,0.0,N,13.53,0.68,0.51,3.13,8.07,16.04,23.22,30.1,,9.82,35.3,4.0,0,a.股票型,3
2017-05-26 11:41:00,20170526,F0X,1.0,32191.2496,h.1~5兆元台幣,2014-01-10 00:00:00,3.0,F ,USD,Colin Stone,LU  ,非核心消費,資訊科技,金融,E,RR4,0.0,N,14.6,0.62,0.59,5.26,10.86,18.22,25.0,48.72,,14.42,46.0,4.5,0,a.股票型,3
2017-05-26 11:41:00,20170526,F0Y,1.0,4542.87728,f.500~5000億元台幣,2014-01-10 00:00:00,3.0,F ,USD,Jun Tano,JP  ,機械,其他產業,零售貿易,E,RR4,0.0,N,13.28,0.32,0.47,7.7,8.5,13.99,17.11,47.67,,11.6,32.8,2.0,0,a.股票型,3
2017-05-26 11:42:00,20170526,F0Z,1.0,47770.54065,h.1~5兆元台幣,2014-04-09 00:00:00,3.0,F ,AUD,Raymond Ma,CN  ,非核心消費,資訊科技,金融,E,RR5,0.0,N,12.84,0.51,0.67,6.29,13.03,16.09,30.9,31.92,,23.11,28.4,2.5,0,a.股票型,3
2017-05-26 11:42:00,20170526,F10,1.0,6658.2257,g.5000億~1兆元台幣,1990-10-01 00:00:00,27.0,F ,EUR,Vincent Durel,FR  ,工業,金融,消費品,E,RR4,0.0,N,57.52,0.36,0.76,1.46,12.5,19.61,18.31,26.6,93.08,11.32,28.91,,0,a.股票型,3
2017-05-26 11:42:00,20170526,F11,1.0,28424.2021,h.1~5兆元台幣,1990-10-01 00:00:00,27.0,F ,EUR,Alberto Chiandetti,IT  ,金融,非核心消費,,E,RR4,0.0,N,38.47,0.18,0.82,4.37,19.03,26.71,13.82,10.2,102.33,12.49,519.93,1.0,0,a.股票型,3
2017-05-26 11:42:00,20170526,F12,1.0,2497.07824,f.500~5000億元台幣,1990-10-01 00:00:00,27.0,F ,USD,Gillian Kwek,MY  ,金融,工業,非核心消費,E,RR5,0.0,N,40.87,0.18,0.84,3.42,11.42,17.61,8.62,-18.91,1.39,17.71,532.07,,0,a.股票型,3
2017-05-26 11:42:00,20170526,F13,1.0,2466.99296,f.500~5000億元台幣,1990-10-01 00:00:00,27.0,F ,USD,Gillian Kwek,SG  ,金融,工業,消費服務,E,RR4,0.0,N,53.13,0.42,0.72,2.83,6.64,16.39,16.48,-2.21,28.82,17.62,537.89,2.0,0,a.股票型,3
2017-05-26 11:42:00,20170526,F14,1.0,11462.49168,h.1~5兆元台幣,1990-10-01 00:00:00,27.0,F ,USD,Gillian Kwek,TH  ,金融,能源,房地產,E,RR5,0.0,N,51.09,0.51,1.01,2.02,5.97,14.71,21.58,10.45,43.5,11.82,537.56,3.0,0,a.股票型,3
2017-05-26 11:42:00,20170526,F15,1.0,14501.10496,h.1~5兆元台幣,1990-10-01 00:00:00,27.0,F ,USD,Raymond Ma,LU  ,資訊科技,金融,非核心消費,E,RR5,0.0,N,208.0,0.53,0.99,4.84,9.94,16.07,30.78,33.36,81.28,20.86,2044.02,3.5,0,a.股票型,3
2017-05-26 11:42:00,20170526,F16,1.0,9266.26624,g.5000億~1兆元台幣,1990-10-01 00:00:00,27.0,F ,USD,Rick Patel,LU  ,公債,銀行與證券,非循環性消費,B,RR2,0.0,N,1.14,0.0,1.28,1.24,2.88,4.48,0.37,-4.41,0.43,4.58,108.79,2.0,0,b.債券型,2
2017-05-26 11:42:00,20170526,F17,1.0,46337.1951,h.1~5兆元台幣,1990-10-01 00:00:00,27.0,F ,EUR,David Simner,LU  ,公債,銀行與證券,通訊,B,RR2,0.0,N,13.55,-0.02,0.78,0.44,0.37,0.97,0.1,9.82,26.96,-0.37,143.99,2.5,0,b.債券型,2
2017-05-26 11:42:00,20170526,F18,1.0,23647.03008,h.1~5兆元台幣,1990-11-12 00:00:00,27.0,F ,USD,Rick Patel,US  ,公債,銀行與證券,非循環性消費,B,RR2,0.0,N,7.2,0.06,0.98,0.7,1.28,2.74,1.39,7.83,12.91,2.5,153.18,2.5,0,b.債券型,2
2017-05-26 11:42:00,20170526,F19,1.0,6758.37994,g.5000億~1兆元台幣,1990-11-12 00:00:00,27.0,F ,GBP,Ian Spreadbury,GB  ,,,,B,RR2,0.0,N,0.34,0.25,0.81,0.89,1.48,3.09,4.76,21.15,26.44,2.48,206.58,4.0,0,b.債券型,2
2017-05-26 11:42:00,20170526,F1A,1.0,26126.274,h.1~5兆元台幣,2014-04-09 00:00:00,3.0,F ,AUD,Gillian Kwek,LU  ,金融,工業,房地產,E,RR5,0.0,N,10.88,0.34,0.65,2.26,5.94,11.5,12.79,5.22,,10.52,8.8,2.5,0,a.股票型,3
2017-05-26 11:42:00,20170526,F1B,1.0,100158.22455,i.>10兆元台幣,2014-04-09 00:00:00,3.0,F ,AUD,Bryan Collins,LU  ,不動產,其他,銀行與證券,B,RR4,1.0,N,10.05,0.79,0.62,0.44,1.63,5.15,11.69,27.77,,4.46,29.17,4.5,0,b.債券型,2
2017-05-26 11:42:00,20170526,F1C,1.0,30777.24144,h.1~5兆元台幣,2014-04-09 00:00:00,3.0,F ,USD,Eugene Philalithis/Nick Peters,LU  ,金融,公債,工業,W,RR4,0.0,N,12.11,0.39,0.43,2.11,7.17,11.2,11.1,19.66,,7.93,21.1,3.0,0,d.平衡型,3
2017-05-26 11:42:00,20170526,F1D,1.0,30295.87696,h.1~5兆元台幣,2014-04-09 00:00:00,3.0,F ,USD,Christian von Engelbrechten,DE  ,資訊科技,非核心消費,健康護理,E,RR4,0.0,N,13.18,0.39,0.72,4.35,9.29,21.14,17.47,31.27,,13.72,31.8,2.0,0,a.股票型,3
2017-05-26 11:42:00,20170526,F1E,1.0,11660.3445,h.1~5兆元台幣,2010-11-02 00:00:00,7.0,F ,EUR,Michael Clark,LU  ,核心消費,金融,健康護理,E,RR4,0.0,N,16.83,0.31,0.58,2.5,6.05,13.56,11.38,21.34,66.63,8.72,68.3,2.5,0,a.股票型,3
2017-05-26 11:43:00,20170526,F1F,1.0,11660.3445,h.1~5兆元台幣,2012-12-03 00:00:00,5.0,F ,EUR,Michael Clark,LU  ,核心消費,金融,健康護理,E,RR4,0.0,N,13.26,0.31,0.57,2.45,6.0,13.47,11.38,21.19,,8.64,52.43,2.5,0,a.股票型,3
2017-05-26 11:43:00,20170526,F1G,1.0,11101.46832,h.1~5兆元台幣,2014-01-10 00:00:00,3.0,F ,USD,Michael Clark,LU  ,核心消費,金融,健康護理,E,RR4,0.0,N,11.67,0.46,0.55,3.2,7.69,15.18,17.21,21.28,,10.14,29.95,3.0,0,a.股票型,3
2017-05-26 11:43:00,20170526,F1H,1.0,9842.39805,g.5000億~1兆元台幣,2014-04-09 00:00:00,3.0,F ,AUD,Polly Kwan,LU  ,金融,資訊科技,非核心消費,E,RR5,0.0,N,11.14,0.5,0.72,2.5,6.49,11.59,18.17,21.88,,11.83,23.46,2.5,0,a.股票型,3
2017-05-26 11:43:00,20170526,F1I,1.0,10900.9626,h.1~5兆元台幣,2014-04-09 00:00:00,3.0,F ,AUD,Michael Clark,LU  ,核心消費,金融,健康護理,E,RR4,0.0,N,11.11,0.48,0.56,3.45,8.04,15.91,18.18,25.16,,10.66,30.8,3.5,0,a.股票型,3
2017-05-26 11:43:00,20170526,F1J,1.0,9567.11904,g.5000億~1兆元台幣,2014-01-10 00:00:00,3.0,F ,USD,Hiroyuki Ito,JP  ,其他產業,電機,機械,E,RR4,0.0,N,11.22,0.22,0.74,4.18,3.7,8.51,11.2,23.7,,5.55,12.2,1.0,0,a.股票型,3
2017-05-26 11:43:00,20170526,F1K,1.0,17449.4624,h.1~5兆元台幣,2014-01-10 00:00:00,3.0,F ,USD,Bertrand Puiffe,LU  ,工業,,消費服務,E,RR4,0.0,N,15.69,0.81,0.68,2.02,6.73,22.96,43.81,46.23,,13.86,56.9,5.0,0,a.股票型,3
2017-05-26 11:43:00,20170526,F1L,1.0,70580.06688,i.5~10兆元台幣,2015-06-03 00:00:00,2.0,F ,USD,Dale Nicholls,LU  ,非核心消費,資訊科技,金融,E,RR5,0.0,N,9.84,0.43,0.99,2.51,4.93,9.2,15.66,,,9.56,-1.64,,0,a.股票型,3
